Bust/Chest,Height,Weight,Waist,Hips,Body Shape Index
27.75004768371582,60.7380256652832,29.4846248626709,25.51508903503418,29.851032257080078,3.0
30.010026931762695,62.118858337402344,38.76194381713867,27.420347213745117,32.522239685058594,3.0
28.553279876708984,61.53779602050781,34.76316833496094,26.188920974731445,30.868820190429688,3.0
30.126346588134766,62.48248291015625,39.45798110961914,27.58111572265625,32.506282806396484,3.0
30.69377899169922,62.753578186035156,40.927127838134766,28.10188865661621,32.7244873046875,3.0
29.5002498626709,62.519683837890625,39.17783737182617,26.725568771362305,31.37373161315918,3.0
30.55074119567871,62.25190353393555,38.84491729736328,28.09868049621582,32.9944953918457,3.0
28.272987365722656,61.820369720458984,36.47770309448242,25.495952606201172,30.567426681518555,3.0
29.434789657592773,61.495689392089844,34.676185607910156,26.894119262695312,31.756155014038086,3.0
31.052209854125977,62.40830993652344,39.597633361816406,28.44895362854004,33.0577507019043,3.0
29.28293228149414,61.995426177978516,37.962791442871094,26.6734676361084,31.698394775390625,3.0
27.680295944213867,61.52172088623047,30.99334144592285,25.227312088012695,30.136707305908203,3.0
28.584896087646484,61.86359786987305,34.0090446472168,25.98586082458496,30.652124404907227,3.0
29.68272590637207,61.938079833984375,37.28379440307617,26.916818618774414,32.20964050292969,3.0
29.438230514526367,62.080074310302734,37.98416519165039,26.743803024291992,31.61858558654785,3.0
28.481000900268555,61.23228073120117,33.51997375488281,25.958133697509766,31.089141845703125,3.0
29.607267379760742,61.555747985839844,33.97761535644531,27.261072158813477,31.85370445251465,3.0
30.27277183532715,62.50509262084961,39.63678741455078,27.489566802978516,32.161415100097656,3.0
31.402212142944336,62.69818878173828,42.235897064208984,28.80927848815918,33.64521789550781,3.0
27.55255126953125,60.621253967285156,31.685861587524414,25.138885498046875,30.357177734375,3.0
28.208782196044922,61.893917083740234,34.65413284301758,25.45612907409668,30.532005310058594,3.0
28.670822143554688,61.39022445678711,34.01438522338867,26.07955551147461,30.640405654907227,3.0
30.837797164916992,63.05384826660156,41.9804801940918,27.906234741210938,32.65712356567383,3.0
29.96664047241211,62.46086502075195,39.6762580871582,27.189584732055664,32.02473449707031,3.0
29.259258270263672,61.28679656982422,34.682151794433594,26.86178970336914,31.381872177124023,3.0
27.702068328857422,61.18581771850586,30.84687614440918,25.293893814086914,30.10872459411621,3.0
29.09360122680664,61.86211395263672,35.145263671875,26.550273895263672,31.23379898071289,3.0
29.372028350830078,62.21780776977539,38.06819534301758,26.61285972595215,31.540061950683594,3.0
29.524477005004883,61.8912353515625,37.34419250488281,26.87397575378418,31.883268356323242,3.0
29.184080123901367,61.631011962890625,34.91511154174805,26.631549835205078,31.16559410095215,3.0
30.467683792114258,62.4307975769043,39.422752380371094,27.92580795288086,32.576908111572266,3.0
29.75856590270996,61.779354095458984,35.656192779541016,27.113645553588867,32.04100036621094,3.0
30.05725860595703,62.3472785949707,38.351192474365234,27.445091247558594,32.237403869628906,3.0
29.72141456604004,61.86118698120117,37.827789306640625,27.215599060058594,32.154762268066406,3.0
29.50937843322754,62.14363098144531,38.929805755615234,27.001728057861328,32.245689392089844,3.0
30.08280372619629,62.06504440307617,37.36343765258789,27.5184383392334,32.33090591430664,3.0
30.776323318481445,62.275150299072266,38.79657745361328,28.09684181213379,32.62680435180664,3.0
30.669422149658203,62.137393951416016,40.878849029541016,27.8839054107666,33.256412506103516,3.0
29.19140625,61.433563232421875,34.553565979003906,26.5468692779541,31.19455337524414,3.0
29.230876922607422,61.63206100463867,36.70534133911133,26.62805938720703,31.769805908203125,3.0
28.803403854370117,61.6630973815918,35.76507568359375,26.370044708251953,31.348670959472656,3.0
30.898618698120117,62.649044036865234,40.250823974609375,28.097347259521484,32.7653923034668,3.0
29.993539810180664,62.456146240234375,40.24190902709961,27.05825424194336,32.11153793334961,3.0
28.81475257873535,61.964420318603516,34.30915832519531,26.325336456298828,30.832433700561523,3.0
29.96478271484375,62.516693115234375,39.668155670166016,27.188634872436523,32.07732391357422,3.0
31.148664474487305,62.59285354614258,41.152587890625,28.267257690429688,32.73108673095703,3.0
30.75761604309082,62.41584396362305,41.39841079711914,28.15141487121582,33.142921447753906,3.0
30.619365692138672,62.98558044433594,41.45658874511719,27.97650146484375,32.63493728637695,3.0
30.822153091430664,62.81702423095703,41.572242736816406,28.09978675842285,32.76786422729492,3.0
30.86904525756836,62.12476348876953,38.62919616699219,27.997350692749023,32.44797134399414,3.0
29.21331024169922,60.6281852722168,30.984098434448242,27.124656677246094,31.73235321044922,3.0
29.42906379699707,62.2899284362793,38.15898132324219,26.547651290893555,31.39458656311035,3.0
29.920475006103516,62.8193473815918,43.91802978515625,27.00562858581543,32.46612548828125,3.0
29.495634078979492,61.79518508911133,35.60205841064453,26.94410514831543,31.381349563598633,3.0
28.836244583129883,61.10364532470703,32.06865310668945,26.40559959411621,30.907669067382812,3.0
28.87737274169922,62.11460876464844,36.88935089111328,26.25249481201172,31.1419734954834,3.0
30.870622634887695,62.61585998535156,42.06039810180664,28.043590545654297,33.05714797973633,3.0
30.257781982421875,62.213592529296875,38.150177001953125,27.63874626159668,32.612144470214844,3.0
29.023893356323242,61.15174865722656,32.57634353637695,26.52680206298828,31.387832641601562,3.0
28.575885772705078,61.53313446044922,34.434295654296875,26.221513748168945,31.446319580078125,3.0
31.21251106262207,62.76638412475586,43.125335693359375,28.382694244384766,33.71566390991211,3.0
29.886091232299805,62.103424072265625,38.05995178222656,27.2358341217041,31.86172866821289,3.0
29.062456130981445,61.501338958740234,34.825199127197266,26.48125648498535,31.366811752319336,3.0
31.35858917236328,62.89091110229492,42.41984558105469,28.571298599243164,33.470611572265625,3.0
29.60158348083496,61.97176742553711,37.559200286865234,27.041576385498047,32.00821304321289,3.0
31.71497344970703,62.97768020629883,42.189693450927734,28.96500587463379,33.60527801513672,3.0
29.594295501708984,61.6925048828125,35.81980895996094,27.011377334594727,31.38344955444336,3.0
29.03187370300293,61.836666107177734,35.70817947387695,26.436674118041992,31.437570571899414,3.0
30.120473861694336,62.04100799560547,38.685516357421875,27.353483200073242,32.62058639526367,3.0
30.511083602905273,62.62950897216797,40.24110794067383,27.902759552001953,32.64640808105469,3.0
29.662296295166016,62.69459533691406,40.62136459350586,26.905790328979492,31.732521057128906,3.0
30.0155086517334,61.93962860107422,36.55875015258789,27.576171875,32.26371765136719,3.0
31.360023498535156,62.68244171142578,41.97195816040039,28.56317901611328,33.50400924682617,3.0
28.48110008239746,61.491905212402344,34.35691833496094,25.936952590942383,31.067018508911133,3.0
29.849355697631836,62.331199645996094,38.75556945800781,27.08914566040039,32.17030715942383,3.0
29.484943389892578,61.7291145324707,36.083492279052734,26.907299041748047,31.586265563964844,3.0
29.70842170715332,61.882511138916016,37.04694366455078,27.05630874633789,31.684444427490234,3.0
30.214548110961914,61.92154312133789,38.457489013671875,27.77245330810547,32.429683685302734,3.0
29.371713638305664,61.837257385253906,36.778465270996094,26.67424201965332,31.69993782043457,3.0
29.623329162597656,62.3021240234375,39.69374465942383,27.040172576904297,32.1248893737793,3.0
29.718387603759766,61.90830993652344,36.66164016723633,27.117246627807617,32.0237922668457,3.0
29.595144271850586,62.346832275390625,37.18203353881836,27.02216148376465,32.20235824584961,3.0
28.733402252197266,61.605255126953125,36.10979461669922,26.19746208190918,31.69318199157715,3.0
30.020050048828125,61.93946075439453,36.95925521850586,27.51761817932129,32.214988708496094,3.0
26.770343780517578,60.98890686035156,29.4294376373291,24.42962646484375,29.146787643432617,3.0
29.86174201965332,61.86112976074219,35.8881721496582,27.530784606933594,32.483619689941406,3.0
28.4713134765625,61.7760009765625,35.027095794677734,25.908302307128906,30.41559600830078,3.0
29.228656768798828,61.53982925415039,35.17634582519531,26.855695724487305,31.601421356201172,3.0
30.88266944885254,62.641700744628906,41.00288009643555,28.142244338989258,32.85487747192383,3.0
30.090293884277344,62.5068473815918,40.465354919433594,27.315908432006836,32.221923828125,3.0
28.485652923583984,61.522216796875,32.94337844848633,26.085084915161133,30.662282943725586,3.0
29.770959854125977,62.34394073486328,39.804378509521484,26.879833221435547,31.984235763549805,3.0
29.17290687561035,61.901710510253906,36.196083068847656,26.414560317993164,31.468761444091797,3.0
30.263710021972656,62.123077392578125,38.03826141357422,27.684391021728516,32.314231872558594,3.0
28.658885955810547,61.40449905395508,36.15816116333008,26.1669979095459,31.472570419311523,3.0
28.795001983642578,61.10176086425781,33.011512756347656,26.259506225585938,30.878934860229492,3.0
29.49040412902832,61.873329162597656,36.69540023803711,26.8345890045166,32.14363098144531,3.0
29.270488739013672,61.75508117675781,35.90671920776367,26.61172103881836,31.269916534423828,3.0
30.314022064208984,61.95216751098633,38.018367767333984,27.83545684814453,32.528202056884766,3.0
29.253190994262695,61.74306106567383,37.19629669189453,26.67068099975586,31.963926315307617,3.0
30.327909469604492,62.16769790649414,37.8154411315918,27.638574600219727,32.2930793762207,3.0
30.74618911743164,62.526641845703125,40.61927032470703,28.055042266845703,32.89963912963867,3.0
28.863805770874023,61.26535415649414,32.849124908447266,26.479568481445312,31.199886322021484,3.0
30.201200485229492,62.187618255615234,40.58481216430664,27.529247283935547,32.81310272216797,3.0
29.847640991210938,62.373470306396484,40.870113372802734,27.11178207397461,32.289554595947266,3.0
30.042783737182617,62.35316848754883,38.918766021728516,27.336286544799805,32.058990478515625,3.0
30.64818572998047,62.86653137207031,40.371341705322266,27.683353424072266,32.22715759277344,3.0
30.580759048461914,62.37256622314453,37.727813720703125,28.053735733032227,32.871768951416016,3.0
29.661170959472656,62.01289749145508,38.25939178466797,26.997800827026367,32.42668533325195,3.0
30.016984939575195,62.38678741455078,39.29121780395508,27.364782333374023,32.304344177246094,3.0
29.633499145507812,61.983577728271484,36.669029235839844,26.79729461669922,31.310876846313477,3.0
30.913633346557617,62.46774673461914,42.17118453979492,28.03441047668457,33.034549713134766,3.0
28.667644500732422,61.691471099853516,33.808380126953125,26.060277938842773,30.383745193481445,3.0
30.910869598388672,62.4913330078125,40.78916931152344,28.132843017578125,32.94939422607422,3.0
31.08231544494629,62.51399612426758,39.84737014770508,28.527278900146484,33.195255279541016,3.0
28.92888069152832,61.38162612915039,34.712825775146484,26.339839935302734,31.421655654907227,3.0
29.920392990112305,62.19062805175781,37.142574310302734,27.2698974609375,31.97096824645996,3.0
29.69678497314453,62.023292541503906,37.97236633300781,27.117664337158203,32.214786529541016,3.0
28.82498550415039,61.504676818847656,35.371883392333984,26.228599548339844,31.295467376708984,3.0
29.367353439331055,61.80052185058594,36.71379852294922,26.839473724365234,31.789621353149414,3.0
30.77117156982422,62.5458869934082,40.80159378051758,27.88824462890625,32.97747039794922,3.0
30.88432502746582,62.52362823486328,40.73134994506836,28.180986404418945,32.84217071533203,3.0
29.59842872619629,62.113712310791016,37.174781799316406,27.014795303344727,31.689912796020508,3.0
29.333364486694336,61.44907760620117,35.378013610839844,26.919153213500977,32.064849853515625,3.0
29.839021682739258,62.40761184692383,39.6758918762207,27.141279220581055,32.20164108276367,3.0
31.315370559692383,62.705177307128906,42.56840896606445,28.49083709716797,33.49301528930664,3.0
29.93405532836914,62.160125732421875,38.35563659667969,27.327943801879883,32.26192855834961,3.0
28.653324127197266,61.746315002441406,35.04365158081055,25.969837188720703,30.908390045166016,3.0
28.142881393432617,61.45768737792969,35.32389831542969,25.693443298339844,31.09402847290039,3.0
29.218517303466797,61.91522979736328,36.83710479736328,26.68739891052246,31.412609100341797,3.0
28.016128540039062,60.94416427612305,32.60895538330078,25.5289363861084,30.951753616333008,3.0
30.61297035217285,62.432151794433594,40.14105224609375,27.973329544067383,32.92257308959961,3.0
29.697099685668945,61.930606842041016,37.44611740112305,26.998687744140625,31.97441291809082,3.0
29.35926628112793,61.7353515625,35.07773208618164,26.81438636779785,31.45819664001465,3.0
29.011890411376953,61.2176513671875,32.25851821899414,26.849609375,31.77408790588379,3.0
28.65652084350586,61.326255798339844,32.62864685058594,26.057178497314453,31.137054443359375,3.0
30.119190216064453,61.986995697021484,37.91193389892578,27.451496124267578,32.226348876953125,3.0
30.486928939819336,62.405052185058594,40.15280532836914,27.71639060974121,32.22415542602539,3.0
30.783428192138672,62.838844299316406,42.67135238647461,27.90761947631836,32.698509216308594,3.0
31.13868522644043,62.4244499206543,40.1256217956543,28.58698272705078,32.936737060546875,3.0
30.579832077026367,62.92024612426758,44.105770111083984,27.84162712097168,33.59014129638672,3.0
31.02852439880371,62.4688835144043,40.7158203125,28.357810974121094,33.08985137939453,3.0
28.596384048461914,62.07827377319336,36.54090118408203,25.913618087768555,30.72098731994629,3.0
31.054121017456055,62.382991790771484,41.484718322753906,28.369903564453125,33.434661865234375,3.0
28.994354248046875,61.23024368286133,33.31201934814453,26.42780113220215,31.338516235351562,3.0
30.819236755371094,62.26093292236328,39.715476989746094,28.227108001708984,32.801734924316406,3.0
27.937610626220703,60.847164154052734,31.46540641784668,25.60989761352539,30.435834884643555,3.0
29.144309997558594,62.020538330078125,36.406585693359375,26.5461368560791,31.421483993530273,3.0
28.249542236328125,60.926963806152344,31.64093589782715,25.550010681152344,30.39141082763672,3.0
30.42023277282715,62.33698654174805,39.2520866394043,27.834171295166016,32.319889068603516,3.0
30.2695369720459,62.1291389465332,37.455604553222656,27.758705139160156,32.40090560913086,3.0
31.740110397338867,63.31570816040039,44.141780853271484,28.938982009887695,33.43076705932617,3.0
30.567581176757812,62.29072952270508,41.431148529052734,27.877544403076172,32.997947692871094,3.0
30.213876724243164,61.98052215576172,36.816654205322266,27.70468521118164,32.2704963684082,3.0
29.321796417236328,61.717750549316406,34.63479232788086,26.87074851989746,31.388042449951172,3.0
29.271377563476562,61.938018798828125,36.054412841796875,26.76838493347168,31.559389114379883,3.0
30.308338165283203,62.28511047363281,39.503841400146484,27.584733963012695,32.52781295776367,3.0
29.92033576965332,62.02615737915039,36.910152435302734,27.24997329711914,31.599924087524414,3.0
29.641530990600586,62.229190826416016,38.883968353271484,26.934110641479492,32.134403228759766,3.0
31.71229362487793,63.13038635253906,44.53113555908203,28.725418090820312,33.48828125,3.0
30.336057662963867,62.131710052490234,38.184749603271484,27.76170539855957,32.412254333496094,3.0
29.721956253051758,62.0646858215332,38.88380813598633,27.144287109375,32.09492492675781,3.0
30.030500411987305,62.33519744873047,37.886775970458984,27.405282974243164,32.08535385131836,3.0
29.2005672454834,61.37782669067383,34.11377716064453,26.73224449157715,31.101776123046875,3.0
29.0602970123291,61.90966796875,36.209774017333984,26.369598388671875,31.278287887573242,3.0
31.10712242126465,62.959022521972656,44.80078887939453,28.34174346923828,33.81175994873047,3.0
30.308725357055664,62.164344787597656,38.38511276245117,27.594392776489258,32.50696563720703,3.0
29.486621856689453,61.914608001708984,35.4908332824707,26.7478084564209,31.192060470581055,3.0
29.628992080688477,61.97549057006836,37.137046813964844,26.970605850219727,31.893566131591797,3.0
31.532081604003906,63.225502014160156,43.306636810302734,28.5401611328125,32.95661926269531,3.0
31.312889099121094,62.49802780151367,41.56163024902344,28.47197151184082,33.2359733581543,3.0
30.1356143951416,61.983116149902344,37.73594665527344,27.64822769165039,32.394954681396484,3.0
30.22999382019043,61.967124938964844,37.31515121459961,27.550403594970703,32.27142333984375,3.0
31.310335159301758,63.023223876953125,44.49898147583008,28.497793197631836,33.68233108520508,3.0
29.59598159790039,62.50115966796875,39.35546875,26.97239875793457,31.54235076904297,3.0
30.113555908203125,61.80215072631836,36.63490676879883,27.504379272460938,32.105934143066406,3.0
31.838415145874023,63.12718963623047,43.378662109375,28.954551696777344,33.64043426513672,3.0
28.284093856811523,60.99247360229492,31.052492141723633,25.898700714111328,30.780771255493164,3.0
28.676677703857422,60.72999572753906,31.114561080932617,26.103519439697266,30.59315299987793,3.0
30.439117431640625,62.071231842041016,37.245262145996094,27.818035125732422,32.108890533447266,3.0
29.6363468170166,62.06498718261719,38.23876953125,26.992490768432617,31.869140625,3.0
30.263086318969727,62.14341735839844,39.434940338134766,27.6473445892334,32.583396911621094,3.0
29.242313385009766,61.48823928833008,34.382408142089844,26.941625595092773,31.765867233276367,3.0
28.971281051635742,62.16019821166992,36.49007034301758,26.24485206604004,30.794946670532227,3.0
30.892763137817383,62.010807037353516,39.65195083618164,28.01160430908203,32.51270294189453,3.0
28.396221160888672,61.727718353271484,36.988460540771484,25.739696502685547,31.015939712524414,3.0
31.427127838134766,62.59580612182617,43.1334342956543,28.624391555786133,33.8138313293457,3.0
29.403079986572266,61.81442642211914,37.31724166870117,26.764869689941406,32.074012756347656,3.0
30.571290969848633,63.02561950683594,41.47355651855469,27.6673526763916,32.217613220214844,3.0
30.19613265991211,62.1028938293457,38.98136901855469,27.415138244628906,32.37953186035156,3.0
30.765655517578125,62.28329086303711,40.11721420288086,27.916906356811523,32.65991973876953,3.0
29.829137802124023,61.79438781738281,35.95244598388672,27.238494873046875,31.741153717041016,3.0
28.482851028442383,61.70180892944336,35.19221878051758,25.81061363220215,30.585573196411133,3.0
28.82648277282715,61.76741409301758,34.546791076660156,26.483604431152344,31.381393432617188,3.0
29.205957412719727,62.03803253173828,35.65232467651367,26.561004638671875,30.909814834594727,3.0
29.893932342529297,61.897621154785156,36.874000549316406,27.304906845092773,31.802642822265625,3.0
29.557682037353516,61.960872650146484,36.92866134643555,27.01401138305664,31.877321243286133,3.0
29.303329467773438,61.879180908203125,37.22452163696289,26.627817153930664,31.314716339111328,3.0
29.339111328125,61.67974090576172,35.54257583618164,26.65195083618164,31.31307029724121,3.0
30.53318214416504,62.056400299072266,38.45198059082031,27.907508850097656,32.364295959472656,3.0
30.3587589263916,62.34865188598633,40.05686569213867,27.757186889648438,33.164398193359375,3.0
29.485454559326172,61.344825744628906,33.918373107910156,26.941434860229492,31.682640075683594,3.0
28.85019874572754,61.56545639038086,35.570045471191406,26.41006851196289,31.41419792175293,3.0
28.62980079650879,61.40359878540039,35.3299674987793,26.31962013244629,31.437238693237305,3.0
30.839860916137695,62.468509674072266,39.204307556152344,28.133651733398438,32.814537048339844,3.0
29.87177085876465,62.07469177246094,37.071407318115234,27.402578353881836,31.937406539916992,3.0
30.4525203704834,62.5391960144043,39.79767608642578,27.710920333862305,32.417877197265625,3.0
31.090375900268555,62.83772659301758,44.08417510986328,28.197057723999023,33.25623321533203,3.0
30.741283416748047,62.56208419799805,40.71834182739258,28.230504989624023,32.98138427734375,3.0
28.65640640258789,61.54322814941406,35.763187408447266,25.964588165283203,31.040781021118164,3.0
30.40966796875,62.54111099243164,40.82537841796875,27.53988265991211,32.66511154174805,3.0
31.07539176940918,62.74824142456055,41.40487289428711,28.34097671508789,33.277523040771484,3.0
29.308746337890625,61.841102600097656,35.506553649902344,26.69513511657715,31.44919204711914,3.0
30.043842315673828,62.26652145385742,40.76211166381836,27.254552841186523,32.72112274169922,3.0
29.791486740112305,61.932106018066406,37.43107223510742,27.26852035522461,32.141475677490234,3.0
31.420560836791992,63.15983963012695,43.99981689453125,28.5623779296875,33.41419219970703,3.0
30.45305824279785,62.118438720703125,40.36994171142578,27.866025924682617,33.21527862548828,3.0
30.490476608276367,62.41585922241211,39.94054412841797,27.89594841003418,33.01692581176758,3.0
30.369396209716797,62.070411682128906,37.886383056640625,27.835397720336914,32.34593200683594,3.0
31.02017593383789,62.34090805053711,41.391510009765625,28.286588668823242,33.126365661621094,3.0
30.648792266845703,62.384029388427734,39.851593017578125,28.0234317779541,33.049896240234375,3.0
29.903762817382812,62.6249885559082,40.49483871459961,27.318164825439453,32.04657745361328,3.0
29.144550323486328,61.68107986450195,34.58592224121094,26.684045791625977,31.517784118652344,3.0
28.94944190979004,61.41254806518555,33.46986770629883,26.431320190429688,31.173227310180664,3.0
30.226505279541016,62.45204544067383,39.35417175292969,27.514488220214844,32.19969177246094,3.0
29.77919578552246,62.12492370605469,36.92032241821289,27.491756439208984,32.26792526245117,3.0
30.226102828979492,63.03654098510742,43.13153839111328,27.445030212402344,32.54090881347656,3.0
29.640512466430664,61.67206573486328,35.60557174682617,26.939342498779297,31.622724533081055,3.0
30.133047103881836,62.06010437011719,40.21088409423828,27.54435920715332,32.86115646362305,3.0
30.01507568359375,62.696937561035156,38.46531295776367,27.489526748657227,32.024269104003906,3.0
30.696718215942383,62.366172790527344,39.573036193847656,28.079286575317383,32.643367767333984,3.0
30.548845291137695,62.1619758605957,39.092166900634766,28.011470794677734,32.66383743286133,3.0
29.259334564208984,61.703033447265625,35.370731353759766,26.833152770996094,31.611793518066406,3.0
29.79717254638672,61.832881927490234,35.3425407409668,27.341215133666992,31.97340965270996,3.0
29.88646697998047,61.666534423828125,36.39852523803711,27.315141677856445,32.07463073730469,3.0
28.29615592956543,61.86091613769531,35.20631790161133,25.701265335083008,30.51706886291504,3.0
29.939952850341797,61.94871520996094,35.52863311767578,27.41147804260254,32.21721649169922,3.0
31.078441619873047,63.05828857421875,42.50892639160156,28.257505416870117,33.081398010253906,3.0
30.855331420898438,62.283958435058594,41.62523651123047,28.14264488220215,33.14873504638672,3.0
28.888883590698242,61.61589050292969,34.43033981323242,26.390256881713867,31.31793975830078,3.0
28.587343215942383,61.230709075927734,33.30720520019531,26.17683982849121,30.768617630004883,3.0
30.799945831298828,62.50044631958008,41.45860290527344,28.15025520324707,33.50482940673828,3.0
28.853107452392578,61.61735916137695,35.931400299072266,26.18558120727539,31.255775451660156,3.0
28.99675941467285,61.30494689941406,33.845462799072266,26.569765090942383,31.536874771118164,3.0
31.1712703704834,62.674190521240234,41.595237731933594,28.323572158813477,32.814308166503906,3.0
26.67157554626465,60.34711456298828,27.46553611755371,24.494985580444336,29.219642639160156,3.0
27.175466537475586,60.84410095214844,28.36391258239746,24.971776962280273,29.482412338256836,3.0
30.385583877563477,62.355873107910156,38.54282760620117,27.8531494140625,32.727325439453125,3.0
28.992862701416016,61.64331817626953,35.499908447265625,26.334665298461914,31.274545669555664,3.0
28.693126678466797,61.44747543334961,34.57942581176758,26.414030075073242,31.807172775268555,3.0
28.736299514770508,61.56619644165039,34.68611145019531,26.106891632080078,30.792470932006836,3.0
27.19574546813965,60.01639938354492,26.366750717163086,25.046411514282227,29.367551803588867,3.0
30.832460403442383,62.31912612915039,39.95596694946289,28.14088249206543,32.62720489501953,3.0
29.35517692565918,61.885765075683594,37.84136962890625,26.789684295654297,31.77580451965332,3.0
28.45161247253418,61.508609771728516,35.19770431518555,25.829336166381836,31.247631072998047,3.0
29.76732635498047,62.09065628051758,37.80546569824219,27.028779983520508,31.729948043823242,3.0
29.6229190826416,62.10984420776367,39.54096221923828,26.767724990844727,32.152259826660156,3.0
29.55241584777832,61.84811782836914,37.14607620239258,26.96318817138672,31.766468048095703,3.0
29.544797897338867,61.613250732421875,36.19011688232422,27.15120506286621,32.19554138183594,3.0
30.152637481689453,62.50860595703125,39.50990676879883,27.39860725402832,32.33552169799805,3.0
29.973281860351562,62.50260925292969,38.83483123779297,27.19818878173828,31.8350830078125,3.0
29.730073928833008,62.04871368408203,38.645362854003906,27.128440856933594,32.01810836791992,3.0
28.750595092773438,61.582096099853516,35.05169677734375,26.179651260375977,31.603137969970703,3.0
28.9312744140625,61.48578643798828,36.03986740112305,26.37117576599121,31.34612274169922,3.0
28.657991409301758,61.68320846557617,36.35237121582031,26.065380096435547,31.166305541992188,3.0
28.961240768432617,61.73723220825195,36.03318786621094,26.45157814025879,31.669513702392578,3.0
29.504465103149414,62.06181716918945,37.01402282714844,27.00462532043457,31.969945907592773,3.0
31.321849822998047,62.854820251464844,43.49870300292969,28.57099151611328,33.67726135253906,3.0
28.70774269104004,61.135616302490234,33.737552642822266,26.136919021606445,30.747655868530273,3.0
27.902864456176758,60.5823974609375,29.052797317504883,25.810976028442383,30.822282791137695,3.0
30.94386100769043,62.7330436706543,41.718505859375,28.266864776611328,33.48470687866211,3.0
29.238439559936523,61.68544387817383,35.919212341308594,26.777400970458984,31.821908950805664,3.0
29.502660751342773,62.04532241821289,38.02943420410156,26.89069366455078,31.89946174621582,3.0
28.859699249267578,61.8068733215332,34.9811897277832,26.375930786132812,31.175949096679688,3.0
29.1735897064209,61.83091354370117,34.97324752807617,26.591644287109375,31.192981719970703,3.0
29.727947235107422,62.373104095458984,40.73216247558594,27.08623695373535,32.53073501586914,3.0
29.601425170898438,62.153202056884766,38.45109939575195,27.049022674560547,32.14051055908203,3.0
29.057605743408203,62.199066162109375,37.305381774902344,26.45452880859375,31.423555374145508,3.0
30.73082160949707,62.77743148803711,41.87233352661133,27.869220733642578,32.8220329284668,3.0
29.91732406616211,62.14662170410156,38.42830276489258,27.334985733032227,31.954082489013672,3.0
29.64653778076172,61.93758010864258,35.52830505371094,27.261260986328125,31.98064613342285,3.0
30.758981704711914,62.680904388427734,43.02888870239258,27.925657272338867,32.90594482421875,3.0
28.301464080810547,61.245906829833984,32.89552307128906,25.752635955810547,30.668012619018555,3.0
30.034669876098633,61.94901657104492,39.52299118041992,27.45796012878418,32.74304962158203,3.0
28.651243209838867,61.39528274536133,34.191131591796875,26.175413131713867,30.959117889404297,3.0
30.966142654418945,63.002113342285156,42.62797927856445,28.087499618530273,32.96139907836914,3.0
30.13725471496582,62.39439392089844,39.26056671142578,27.42021942138672,32.25644302368164,3.0
29.282236099243164,61.813873291015625,36.28892517089844,26.795719146728516,31.763813018798828,3.0
28.35092544555664,61.54378128051758,33.37639236450195,25.78645133972168,30.38343048095703,3.0
29.931781768798828,61.89404296875,37.629432678222656,27.251131057739258,32.143733978271484,3.0
30.915830612182617,62.52079772949219,41.1679573059082,27.989412307739258,32.55862808227539,3.0
28.865049362182617,62.17826461791992,35.22431182861328,26.167037963867188,30.753509521484375,3.0
29.53548240661621,62.13868713378906,37.93696975708008,26.812759399414062,31.614574432373047,3.0
29.215417861938477,62.17725372314453,39.29656219482422,26.445127487182617,32.03054428100586,3.0
30.644611358642578,62.52962875366211,40.268577575683594,27.994298934936523,32.59170150756836,3.0
30.56558609008789,62.026710510253906,39.087310791015625,27.889541625976562,32.74067306518555,3.0
27.321504592895508,61.202884674072266,31.49945640563965,24.9431209564209,29.819368362426758,3.0
29.928211212158203,62.07899856567383,39.036800384521484,27.30460548400879,32.58463668823242,3.0
29.065576553344727,61.50904083251953,33.94892120361328,26.500417709350586,31.07898712158203,3.0
31.003726959228516,62.2429084777832,39.756072998046875,28.4508113861084,32.83327865600586,3.0
29.41733741760254,61.599700927734375,34.87455749511719,26.8487491607666,31.387920379638672,3.0
30.231760025024414,62.470252990722656,42.3659553527832,27.455411911010742,32.748687744140625,3.0
29.60477638244629,61.63969802856445,34.473533630371094,26.93228530883789,31.643617630004883,3.0
28.73314094543457,61.090755462646484,33.73191833496094,26.203359603881836,31.21767807006836,3.0
30.21451759338379,61.748653411865234,37.323883056640625,27.598974227905273,32.26308822631836,3.0
28.6964111328125,62.01657485961914,35.96198272705078,26.04319953918457,30.755645751953125,3.0
30.713855743408203,62.60211944580078,40.51274871826172,27.958202362060547,32.6455192565918,3.0
30.27916717529297,61.93859100341797,37.11745071411133,27.698930740356445,32.841548919677734,3.0
29.599117279052734,61.813350677490234,36.61832809448242,26.95209503173828,31.9018497467041,3.0
28.19087028503418,60.46308517456055,31.015161514282227,25.742578506469727,30.523435592651367,3.0
29.375600814819336,61.48619079589844,33.88536834716797,27.016504287719727,31.490127563476562,3.0
30.144241333007812,62.21116638183594,38.349510192871094,27.270048141479492,31.971755981445312,3.0
29.31586265563965,61.36613845825195,33.279747009277344,26.651941299438477,31.0339412689209,3.0
29.435382843017578,61.83379364013672,39.22837448120117,26.589927673339844,32.24229049682617,3.0
30.356592178344727,62.352325439453125,38.26545715332031,27.68294334411621,32.282047271728516,3.0
28.699174880981445,61.184059143066406,33.04216003417969,26.43727684020996,31.021440505981445,3.0
29.022890090942383,61.927711486816406,36.12602233886719,26.475147247314453,30.928550720214844,3.0
26.67951011657715,60.15763854980469,26.256643295288086,24.43874740600586,29.0035400390625,3.0
